"Type","Group","Class","Count","Template","Sample1","Sample2","Sample3"
"TITLE_TEMPLATE","50","지역SEO","10","loc 생활권 안내 loc x 생활권 지역 이용 안내 brand","massage/남산동-출장마사지-대구-중구-생활권-이동동선-지역정보-이용전-안내/index.html || 남산동 생활권 안내 | 대구 중구 생활권·지역 이용 안내 | 몽라운지","massage/동인동-출장마사지-대구-중구-생활권-이동동선-지역정보-이용전-안내/index.html || 동인동 생활권 안내 | 대구 중구 생활권·지역 이용 안내 | 몽라운지","massage/동천동-출장마사지-대구-북구-생활권-이동동선-지역정보-이용전-안내/index.html || 동천동 생활권 안내 | 대구 북구 생활권·지역 이용 안내 | 몽라운지"
"TITLE_TEMPLATE","51","지역SEO","10","x 지역 이용 안내 서울 loc 생활권 지역 이용 안내 brand","massage/길동-출장마사지-강동구-생활권-이동동선-지역정보-이용전-안내/index.html || 길동 지역 이용 안내 | 서울 강동구 생활권·지역 이용 안내 | 몽라운지","massage/능동-출장마사지-광진구-생활권-이동동선-지역정보-이용전-안내/index.html || 능동 지역 이용 안내 | 서울 광진구 생활권·지역 이용 안내 | 몽라운지","massage/항동-출장마사지-구로구-생활권-이동동선-지역정보-이용전-안내/index.html || 항동 지역 이용 안내 | 서울 구로구 생활권·지역 이용 안내 | 몽라운지"
"TITLE_TEMPLATE","52","지역SEO","10","loc 지역 이용 정보 x x 생활권 위치 안내 brand","massage/군위읍-출장마사지-대구-군위군-생활권-지역정보-이용안내/index.html || 군위읍 지역 이용 정보 | 대구 군위군 생활권·위치 안내 | 몽라운지","massage/교동면-출장마사지-인천-강화군-생활권-지역정보-이용안내/index.html || 교동면 지역 이용 정보 | 인천 강화군 생활권·위치 안내 | 몽라운지","massage/길상면-출장마사지-인천-강화군-생활권-지역정보-이용안내/index.html || 길상면 지역 이용 정보 | 인천 강화군 생활권·위치 안내 | 몽라운지"
"TITLE_TEMPLATE","53","지역SEO","8","loc kw 서울 x 생활권 지역 이용 안내 brand","massage/광희동-출장마사지-중구-생활권-이동동선-지역정보-이용전-안내/index.html || 광희동 출장마사지 | 서울 중구 생활권·지역 이용 안내 | 몽라운지","massage/다산동-출장마사지-중구-생활권-이동동선-지역정보-이용전-안내/index.html || 다산동 출장마사지 | 서울 중구 생활권·지역 이용 안내 | 몽라운지","massage/소공동-출장마사지-중구-생활권-이동동선-지역정보-이용전-안내/index.html || 소공동 출장마사지 | 서울 중구 생활권·지역 이용 안내 | 몽라운지"
"TITLE_TEMPLATE","54","지역SEO","7","loc kw x x 생활권 지역 이용 안내 brand","massage/봉암동-출장마사지-창원-마산회원구-생활권-이동동선-지역정보-이용전-안내/index.html || 봉암동 출장마사지 | 창원 마산회원구 생활권·지역 이용 안내 | 몽라운지","massage/오동동-출장마사지-창원-마산합포구-생활권-이동동선-지역정보-이용전-안내/index.html || 오동동 출장마사지 | 창원 마산합포구 생활권·지역 이용 안내 | 몽라운지","massage/월영동-출장마사지-창원-마산합포구-생활권-이동동선-지역정보-이용전-안내/index.html || 월영동 출장마사지 | 창원 마산합포구 생활권·지역 이용 안내 | 몽라운지"
"TITLE_TEMPLATE","55","지역SEO","7","x 생활권 안내 서울 loc 생활권 지역 이용 안내 brand","massage/번동-출장마사지-강북구-생활권-이동동선-지역정보-이용전-안내/index.html || 번동 생활권 안내 | 서울 강북구 생활권·지역 이용 안내 | 몽라운지","massage/창동-출장마사지-도봉구-생활권-이동동선-지역정보-이용전-안내/index.html || 창동 생활권 안내 | 서울 도봉구 생활권·지역 이용 안내 | 몽라운지","massage/성수1가제2동-출장마사지-성동구-생활권-이동동선-지역정보-이용전-안내/index.html || 성수1가제2동 생활권 안내 | 서울 성동구 생활권·지역 이용 안내 | 몽라운지"
"TITLE_TEMPLATE","56","업체상세","7","x loc x x 이용 안내","shops/other/cheongju/cheongwon-gu/율량.사천동/S썸바디테라피/index.html || S썸바디테라피 | 청원구 율량.사천동 이용 안내","shops/other/cheongju/cheongwon-gu/율량.사천동/레드테라피/index.html || 레드테라피 | 청원구 율량.사천동 이용 안내","shops/other/cheongju/heungdeok-gu/운천.신봉동/S썸바디테라피/index.html || S썸바디테라피 | 흥덕구 운천.신봉동 이용 안내"
"TITLE_TEMPLATE","57","지역SEO","6","loc 지역 이용 안내 x x 생활권 지역 이용 안내 brand","massage/가포동-출장마사지-창원-마산합포구-생활권-이동동선-지역정보-이용전-안내/index.html || 가포동 지역 이용 안내 | 창원 마산합포구 생활권·지역 이용 안내 | 몽라운지","massage/문화동-출장마사지-창원-마산합포구-생활권-이동동선-지역정보-이용전-안내/index.html || 문화동 지역 이용 안내 | 창원 마산합포구 생활권·지역 이용 안내 | 몽라운지","massage/반월중앙동-출장마사지-창원-마산합포구-생활권-이동동선-지역정보-이용전-안내/index.html || 반월중앙동 지역 이용 안내 | 창원 마산합포구 생활권·지역 이용 안내 | 몽라운지"
"TITLE_TEMPLATE","58","지역SEO","6","loc 생활권 안내 loc x 인접 지역 loc 정보 brand","massage/서신면-출장마사지-화성시-만세구-생활권-지역정보-이용안내/index.html || 서신면 생활권 안내 | 화성시 만세구 인접 지역·이동 정보 | 몽라운지","massage/향남읍-출장마사지-화성시-만세구-생활권-지역정보-이용안내/index.html || 향남읍 생활권 안내 | 화성시 만세구 인접 지역·이동 정보 | 몽라운지","massage/정남면-출장마사지-화성시-효행구-생활권-지역정보-이용안내/index.html || 정남면 생활권 안내 | 화성시 효행구 인접 지역·이동 정보 | 몽라운지"
"TITLE_TEMPLATE","59","지역SEO","6","loc kw loc x 생활권 인접 지역 안내 brand","massage/송산면-출장마사지-화성시-만세구-생활권-지역정보-이용안내/index.html || 송산면 출장마사지 | 화성시 만세구 생활권·인접 지역 안내 | 몽라운지","massage/양감면-출장마사지-화성시-만세구-생활권-지역정보-이용안내/index.html || 양감면 출장마사지 | 화성시 만세구 생활권·인접 지역 안내 | 몽라운지","massage/팔탄면-출장마사지-화성시-만세구-생활권-지역정보-이용안내/index.html || 팔탄면 출장마사지 | 화성시 만세구 생활권·인접 지역 안내 | 몽라운지"
"TITLE_TEMPLATE","60","지역SEO","5","x 지역 이용 안내 인천 loc 생활권 지역 이용 안내 brand","massage/불로대곡동-출장마사지-검단구-생활권-이동동선-지역정보-이용전-안내/index.html || 불로대곡동 지역 이용 안내 | 인천 검단구 생활권·지역 이용 안내 | 몽라운지","massage/작전서운동-출장마사지-계양구-생활권-이동동선-지역정보-이용전-안내/index.html || 작전서운동 지역 이용 안내 | 인천 계양구 생활권·지역 이용 안내 | 몽라운지","massage/남촌도림동-출장마사지-남동구-생활권-이동동선-지역정보-이용전-안내/index.html || 남촌도림동 지역 이용 안내 | 인천 남동구 생활권·지역 이용 안내 | 몽라운지"
"TITLE_TEMPLATE","61","지역SEO","5","loc 지역 이용 정보 loc x 생활권 위치 안내 brand","massage/남양읍-출장마사지-화성시-만세구-생활권-지역정보-이용안내/index.html || 남양읍 지역 이용 정보 | 화성시 만세구 생활권·위치 안내 | 몽라운지","massage/매송면-출장마사지-화성시-효행구-생활권-지역정보-이용안내/index.html || 매송면 지역 이용 정보 | 화성시 효행구 생활권·위치 안내 | 몽라운지","massage/모현읍-출장마사지-용인시-처인구-생활권-지역정보-이용안내/index.html || 모현읍 지역 이용 정보 | 용인시 처인구 생활권·위치 안내 | 몽라운지"
"TITLE_TEMPLATE","62","지역SEO","4","loc 생활권 안내 x x 생활권 지역 이용 안내 brand","massage/교방동-출장마사지-창원-마산합포구-생활권-이동동선-지역정보-이용전-안내/index.html || 교방동 생활권 안내 | 창원 마산합포구 생활권·지역 이용 안내 | 몽라운지","massage/구암동-출장마사지-창원-마산회원구-생활권-이동동선-지역정보-이용전-안내/index.html || 구암동 생활권 안내 | 창원 마산회원구 생활권·지역 이용 안내 | 몽라운지","massage/산호동-출장마사지-창원-마산합포구-생활권-이동동선-지역정보-이용전-안내/index.html || 산호동 생활권 안내 | 창원 마산합포구 생활권·지역 이용 안내 | 몽라운지"
"TITLE_TEMPLATE","63","업체상세","4","x 계룡 x 이용 안내","shops/other/gyeryong/금암동/S썸바디테라피/index.html || S썸바디테라피 | 계룡 금암동 이용 안내","shops/other/gyeryong/두마면/S썸바디테라피/index.html || S썸바디테라피 | 계룡 두마면 이용 안내","shops/other/gyeryong/신도안면/S썸바디테라피/index.html || S썸바디테라피 | 계룡 신도안면 이용 안내"
"TITLE_TEMPLATE","64","지역SEO","4","x kw 경기 loc loc 생활권 지역 이용 안내 brand","massage/중동-출장마사지-부천시-원미구-생활권-이동동선-지역정보-이용전-안내/index.html || 중동 출장마사지 | 경기 부천시 원미구 생활권·지역 이용 안내 | 몽라운지","massage/평동-출장마사지-수원시-권선구-생활권-이동동선-지역정보-이용전-안내/index.html || 평동 출장마사지 | 경기 수원시 권선구 생활권·지역 이용 안내 | 몽라운지","massage/와동-출장마사지-안산시-단원구-생활권-이동동선-지역정보-이용전-안내/index.html || 와동 출장마사지 | 경기 안산시 단원구 생활권·지역 이용 안내 | 몽라운지"
"TITLE_TEMPLATE","65","지역SEO","4","loc x kw 동별 생활권 지역 안내 brand","massage/other/daegu/nam-gu/대구-남구-출장마사지-동별-생활권-지역안내/index.html || 대구 남구 출장마사지 | 동별 생활권·지역 안내 | 몽라운지","massage/other/daegu/buk-gu/대구-북구-출장마사지-동별-생활권-지역안내/index.html || 대구 북구 출장마사지 | 동별 생활권·지역 안내 | 몽라운지","massage/other/daegu/seo-gu/대구-서구-출장마사지-동별-생활권-지역안내/index.html || 대구 서구 출장마사지 | 동별 생활권·지역 안내 | 몽라운지"
"TITLE_TEMPLATE","66","지역SEO","3","x loc kw 동별 생활권 지역 안내 brand","massage/other/daejeon/dong-gu/대전-동구-출장마사지-동별-생활권-지역안내/index.html || 대전 동구 출장마사지 | 동별 생활권·지역 안내 | 몽라운지","massage/other/daegu/dong-gu/대구-동구-출장마사지-동별-생활권-지역안내/index.html || 대구 동구 출장마사지 | 동별 생활권·지역 안내 | 몽라운지","massage/other/gwangju/dong-gu/광주-동구-출장마사지-동별-생활권-지역안내/index.html || 광주 동구 출장마사지 | 동별 생활권·지역 안내 | 몽라운지"
"TITLE_TEMPLATE","67","업체상세","3","x loc x loc 이용 안내","shops/other/cheongju/heungdeok-gu/봉명2.송정동/S썸바디테라피/index.html || S썸바디테라피 | 흥덕구 봉명2.송정동 이용 안내","shops/other/cheongju/heungdeok-gu/봉명2.송정동/레드테라피/index.html || 레드테라피 | 흥덕구 봉명2.송정동 이용 안내","shops/other/daegu/suseong-gu/수성2.3가동/대구테라피/index.html || 대구테라피 | 수성구 수성2.3가동 이용 안내"
"TITLE_TEMPLATE","68","지역SEO","3","x kw x x 생활권 인접 지역 안내 brand","massage/삼국유사면-출장마사지-대구-군위군-생활권-지역정보-이용안내/index.html || 삼국유사면 출장마사지 | 대구 군위군 생활권·인접 지역 안내 | 몽라운지","massage/진동면-출장마사지-창원-마산합포구-생활권-지역정보-이용안내/index.html || 진동면 출장마사지 | 창원 마산합포구 생활권·인접 지역 안내 | 몽라운지","massage/내서읍-출장마사지-창원-마산회원구-생활권-지역정보-이용안내/index.html || 내서읍 출장마사지 | 창원 마산회원구 생활권·인접 지역 안내 | 몽라운지"
"TITLE_TEMPLATE","69","지역SEO","3","loc x loc 지역 안내 kw 이용 범위 생활권 정보 brand","massage/마도면-출장마사지-화성시-만세구-생활권-지역정보-이용안내/index.html || 화성시 만세구 마도면 지역 안내 | 출장마사지 이용 범위·생활권 정보 | 몽라운지","massage/장안면-출장마사지-화성시-만세구-생활권-지역정보-이용안내/index.html || 화성시 만세구 장안면 지역 안내 | 출장마사지 이용 범위·생활권 정보 | 몽라운지","massage/이동읍-출장마사지-용인시-처인구-생활권-지역정보-이용안내/index.html || 용인시 처인구 이동읍 지역 안내 | 출장마사지 이용 범위·생활권 정보 | 몽라운지"
